-856.018927853	8.5828046538
-901.302586928	10.8531875539
-616.807955186	8.5121335882
-811.3541541886	8.4949448958
-688.1815139369	7.1893931815
-649.6378745256	7.9710323293
-785.5124609429	8.4697344177
-691.2014078256	7.0916477818
-844.3090976601	8.6027150023
-438.896709802	6.2931492174
-586.2586234656	6.0329918598
-142.2131684769	4.7427809477
-869.5633350697	10.2142151192
-727.0513433581	7.1534769931
-786.1456680302	6.8586981972
-621.803056656	6.692676469
-595.2098273056	6.876869079
-611.6165793657	7.8106213995
-579.1617851131	7.2447058273
-741.8117902719	7.1316996913
-684.7471213414	7.8949432097
-770.0805609442	7.4015468232
-844.3277457051	7.1456276206
-566.7368458677	7.2126946955
-672.0620883511	6.922192117
-736.7825660569	7.1791807822
-676.302375981	6.9542063069
-569.7829756245	7.1066734446
-581.2585058306	6.4633143739
-718.3840890671	7.4139098501
-999	-999
-613.185531052	6.3595082291
-704.6060817087	7.4294178027
-628.0533307781	6.6252006116
-999	-999
-999	-999
-651.5729885001	6.7100742416
-768.1892358062	7.0054471626
-875.6395071116	7.2136833049
-999	-999
-999	-999
-915.3639326954	10.6740207058
-768.5887520543	7.9263805416
-706.1030205125	6.4941923465
-99	-999
-999	-999
-99	-999
-712.5073798604	7.2907926109
440.3325875296	2.5146370995
-617.2653832609	4.7132824713
-677.1017862389	6.9820172499
-999	-999
-999	-999
-768.2995674269	7.1279102035
-952.7865953142	8.044424623
-866.890743552	7.6473205289
-734.3116729256	7.3251507368
-999	-999
-999	-999
-999	-999
-770.5947840359	7.0540605534
-895.9213188176	7.2693887559
-689.8993432162	7.2291432542
-1005.7394325903	8.1633978024
-999	-999
-999	-999
-999	-999
-466.9496958618	6.1129921012
-789.3442036534	6.8992214124
-646.2938109116	7.2331263533
-587.4262631832	6.6648210129
-999	-999
-999	-999
-999	-999
-518.0124296059	6.816301006
-624.4358291255	6.7578278276
-584.6720101503	6.5992291665
-517.0853160484	6.7079269904
-999	-999
-999	-999
-999	-999
-658.9598756562	5.821496491
-692.5433819073	6.8452762942
-661.3875969433	6.4220396555
-762.3720636137	6.600328657
-999	-999
-999	-999
-999	-999
-823.5849664151	6.9256663359
-589.1196352877	7.0083979664
-704.8750024309	6.9551773544
-915.1613889486	7.0187133609
-999	-999
-999	-999
-833.273046921	7.1440894266
-715.9994420385	6.6048874753
-834.6052637028	6.6873520435
-584.9905355172	6.3227634658
-632.3723550365	7.3583940549
-693.4596860405	6.4255300375
-784.8045316318	6.7384269117
-635.4690886685	6.8955511873
-654.2833839358	5.9782932513
-524.0320054679	6.4845345003
-630.3050139964	6.329281838
-512.5766835362	6.6594933616
-678.7463125142	6.7320126504
-415.4991496101	6.0136984752
-735.8758853969	5.7315415822
-750.2882179898	6.868495424
-594.5869380592	6.5745212688
-483.0107699719	6.5696286052
-402.1501213517	7.05945088
-601.0902146185	6.5437204606
-492.9549236337	6.4317810628
-727.9913344742	6.7799201534
-516.4370924954	6.3518668358
-519.340297443	5.9254213944
-592.508434794	6.0699269142
-566.3411156302	6.4603193532
-898.7720835296	6.8298032873
-681.619	6.38247
-999		-999
-531.376	7.9068
-520.64		7.7138
-414.041	7.5786
-481.005	7.6157
-999	-99
-999	-999
-999	-1899
-999	-2799
-999	-3699
-999	-4599
-999	-5499
-999	-6399
-999	-7299
-999	-8199
-999	-9099
-999	-9999
-999	-10899
-999	-11799
-563.723	8.0269
-252.923	7.5091
-659.45		7.4079
-862.315	7.6685
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
-999	-999
